TEMPORAL;TERRITORIO;ECOICOP;INDICATOR;OBS_VALUE;FREQ;IPC_RUBRICAS;IPC_GRUPOSESPECIALES
2018-07;ES614;CP03;RCH_A;1.0;M;_Z;_Z
2018-07;ES614;CP04;RCH_A;3.6;M;_Z;_Z
2018-07;ES614;CP05;RCH_A;0.8;M;_Z;_Z
2018-07;ES614;CP06;RCH_A;-0.3;M;_Z;_Z
2018-07;ES614;CP07;RCH_A;5.7;M;_Z;_Z
2018-07;ES614;CP08;RCH_A;2.9;M;_Z;_Z
2018-07;ES614;CP09;RCH_A;-0.2;M;_Z;_Z
2018-07;ES614;CP10;RCH_A;1.1;M;_Z;_Z
2018-07;ES614;CP11;RCH_A;2.8;M;_Z;_Z
2018-07;ES614;CP12;RCH_A;1.2;M;_Z;_Z
2018-07;ES615;CP01T12;RCH_A;1.9;M;_Z;_Z
2018-07;ES615;CP01;RCH_A;1.0;M;_Z;_Z
2018-07;ES615;CP02;RCH_A;1.4;M;_Z;_Z
2018-07;ES615;CP03;RCH_A;1.4;M;_Z;_Z
2018-07;ES615;CP04;RCH_A;2.5;M;_Z;_Z
2018-07;ES615;CP05;RCH_A;0.2;M;_Z;_Z
2018-07;ES615;CP06;RCH_A;0.6;M;_Z;_Z
2018-07;ES615;CP07;RCH_A;5.6;M;_Z;_Z
2018-07;ES615;CP08;RCH_A;3.0;M;_Z;_Z
2018-07;ES615;CP09;RCH_A;-0.8;M;_Z;_Z
2018-07;ES615;CP10;RCH_A;0.5;M;_Z;_Z
2018-07;ES615;CP11;RCH_A;1.9;M;_Z;_Z
2018-07;ES615;CP12;RCH_A;0.3;M;_Z;_Z
2018-07;ES616;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-07;ES616;CP01;RCH_A;1.9;M;_Z;_Z
2018-07;ES616;CP02;RCH_A;1.3;M;_Z;_Z
2018-07;ES616;CP03;RCH_A;0.9;M;_Z;_Z
2018-07;ES616;CP04;RCH_A;3.5;M;_Z;_Z
2018-07;ES616;CP05;RCH_A;-0.4;M;_Z;_Z
2018-07;ES616;CP06;RCH_A;0.3;M;_Z;_Z
2018-07;ES616;CP07;RCH_A;6.8;M;_Z;_Z
2018-07;ES616;CP08;RCH_A;3.1;M;_Z;_Z
2018-07;ES616;CP09;RCH_A;-0.3;M;_Z;_Z
2018-07;ES616;CP10;RCH_A;0.7;M;_Z;_Z
2018-07;ES616;CP11;RCH_A;1.9;M;_Z;_Z
2018-07;ES616;CP12;RCH_A;-0.2;M;_Z;_Z
2018-07;ES617;CP01T12;RCH_A;2.5;M;_Z;_Z
2018-07;ES617;CP01;RCH_A;2.3;M;_Z;_Z
2018-07;ES617;CP02;RCH_A;1.7;M;_Z;_Z
2018-07;ES617;CP03;RCH_A;0.8;M;_Z;_Z
2018-07;ES617;CP04;RCH_A;2.9;M;_Z;_Z
2018-07;ES617;CP05;RCH_A;-0.1;M;_Z;_Z
2018-07;ES617;CP06;RCH_A;0.6;M;_Z;_Z
2018-07;ES617;CP07;RCH_A;5.9;M;_Z;_Z
2018-07;ES617;CP08;RCH_A;3.2;M;_Z;_Z
2018-07;ES617;CP09;RCH_A;0.8;M;_Z;_Z
2018-07;ES617;CP10;RCH_A;1.6;M;_Z;_Z
2018-07;ES617;CP11;RCH_A;2.3;M;_Z;_Z
2018-07;ES617;CP12;RCH_A;1.0;M;_Z;_Z
2018-07;ES618;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-07;ES618;CP01;RCH_A;1.9;M;_Z;_Z
2018-07;ES618;CP02;RCH_A;1.4;M;_Z;_Z
2018-07;ES618;CP03;RCH_A;1.1;M;_Z;_Z
2018-07;ES618;CP04;RCH_A;2.9;M;_Z;_Z
2018-07;ES618;CP05;RCH_A;0.2;M;_Z;_Z
2018-07;ES618;CP06;RCH_A;-0.5;M;_Z;_Z
2018-07;ES618;CP07;RCH_A;5.7;M;_Z;_Z
2018-07;ES618;CP08;RCH_A;2.2;M;_Z;_Z
2018-07;ES618;CP09;RCH_A;0.1;M;_Z;_Z
2018-07;ES618;CP10;RCH_A;1.7;M;_Z;_Z
2018-07;ES618;CP11;RCH_A;1.9;M;_Z;_Z
2018-07;ES618;CP12;RCH_A;0.7;M;_Z;_Z
2018-08;ES;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-08;ES;CP01;RCH_A;2.0;M;_Z;_Z
2018-08;ES;CP02;RCH_A;2.1;M;_Z;_Z
2018-08;ES;CP03;RCH_A;0.9;M;_Z;_Z
2018-08;ES;CP04;RCH_A;4.3;M;_Z;_Z
2018-08;ES;CP05;RCH_A;0.3;M;_Z;_Z
2018-08;ES;CP06;RCH_A;0.0;M;_Z;_Z
2018-08;ES;CP07;RCH_A;5.2;M;_Z;_Z
2018-08;ES;CP08;RCH_A;2.6;M;_Z;_Z
2018-08;ES;CP09;RCH_A;-1.1;M;_Z;_Z
2018-08;ES;CP10;RCH_A;0.8;M;_Z;_Z
2018-08;ES;CP11;RCH_A;1.8;M;_Z;_Z
2018-08;ES;CP12;RCH_A;1.0;M;_Z;_Z
2018-08;ES61;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-08;ES61;CP01;RCH_A;2.2;M;_Z;_Z
2018-08;ES61;CP02;RCH_A;1.6;M;_Z;_Z
2018-08;ES61;CP03;RCH_A;0.9;M;_Z;_Z
2018-08;ES61;CP04;RCH_A;3.5;M;_Z;_Z
2018-08;ES61;CP05;RCH_A;0.3;M;_Z;_Z
2018-08;ES61;CP06;RCH_A;-0.4;M;_Z;_Z
2018-08;ES61;CP07;RCH_A;5.0;M;_Z;_Z
2018-08;ES61;CP08;RCH_A;2.6;M;_Z;_Z
2018-08;ES61;CP09;RCH_A;-0.6;M;_Z;_Z
2018-08;ES61;CP10;RCH_A;1.2;M;_Z;_Z
2018-08;ES61;CP11;RCH_A;1.7;M;_Z;_Z
2018-08;ES61;CP12;RCH_A;0.8;M;_Z;_Z
2018-08;ES611;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-08;ES611;CP01;RCH_A;3.1;M;_Z;_Z
2018-08;ES611;CP02;RCH_A;2.4;M;_Z;_Z
2018-08;ES611;CP03;RCH_A;0.8;M;_Z;_Z
2018-08;ES611;CP04;RCH_A;2.8;M;_Z;_Z
2018-08;ES611;CP05;RCH_A;0.3;M;_Z;_Z
2018-08;ES611;CP06;RCH_A;0.1;M;_Z;_Z
2018-08;ES611;CP07;RCH_A;4.9;M;_Z;_Z
2018-08;ES611;CP08;RCH_A;3.3;M;_Z;_Z
2018-08;ES611;CP09;RCH_A;-0.9;M;_Z;_Z
2018-08;ES611;CP10;RCH_A;0.7;M;_Z;_Z
2018-08;ES611;CP11;RCH_A;0.9;M;_Z;_Z
2018-08;ES611;CP12;RCH_A;0.8;M;_Z;_Z
2018-08;ES612;CP01T12;RCH_A;1.5;M;_Z;_Z
2018-08;ES612;CP01;RCH_A;1.6;M;_Z;_Z
2018-08;ES612;CP02;RCH_A;1.3;M;_Z;_Z
2018-08;ES612;CP03;RCH_A;0.6;M;_Z;_Z
2018-08;ES612;CP04;RCH_A;2.7;M;_Z;_Z
2018-08;ES612;CP05;RCH_A;-0.3;M;_Z;_Z
2018-08;ES612;CP06;RCH_A;-0.6;M;_Z;_Z
2018-08;ES612;CP07;RCH_A;5.2;M;_Z;_Z
2018-08;ES612;CP08;RCH_A;2.0;M;_Z;_Z
2018-08;ES612;CP09;RCH_A;-2.4;M;_Z;_Z
2018-08;ES612;CP10;RCH_A;1.0;M;_Z;_Z
2018-08;ES612;CP11;RCH_A;1.4;M;_Z;_Z
2018-08;ES612;CP12;RCH_A;0.2;M;_Z;_Z
2018-08;ES613;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-08;ES613;CP01;RCH_A;1.7;M;_Z;_Z
2018-08;ES613;CP02;RCH_A;1.4;M;_Z;_Z
2018-08;ES613;CP03;RCH_A;1.4;M;_Z;_Z
2018-08;ES613;CP04;RCH_A;3.5;M;_Z;_Z
2018-08;ES613;CP05;RCH_A;-0.3;M;_Z;_Z
2018-08;ES613;CP06;RCH_A;-0.3;M;_Z;_Z
2018-08;ES613;CP07;RCH_A;5.2;M;_Z;_Z
2018-08;ES613;CP08;RCH_A;2.5;M;_Z;_Z
2018-08;ES613;CP09;RCH_A;0.0;M;_Z;_Z
2018-08;ES613;CP10;RCH_A;1.2;M;_Z;_Z
2018-08;ES613;CP11;RCH_A;1.3;M;_Z;_Z
2018-08;ES613;CP12;RCH_A;1.0;M;_Z;_Z
2018-08;ES614;CP01T12;RCH_A;2.4;M;_Z;_Z
2018-08;ES614;CP01;RCH_A;2.8;M;_Z;_Z
2018-08;ES614;CP02;RCH_A;1.6;M;_Z;_Z
2018-08;ES614;CP03;RCH_A;1.0;M;_Z;_Z
2018-08;ES614;CP04;RCH_A;4.1;M;_Z;_Z
2018-08;ES614;CP05;RCH_A;0.5;M;_Z;_Z
2018-08;ES614;CP06;RCH_A;-0.5;M;_Z;_Z
2018-08;ES614;CP07;RCH_A;4.9;M;_Z;_Z
2018-08;ES614;CP08;RCH_A;2.8;M;_Z;_Z
2018-08;ES614;CP09;RCH_A;-0.9;M;_Z;_Z
2018-08;ES614;CP10;RCH_A;0.7;M;_Z;_Z
2018-08;ES614;CP11;RCH_A;2.5;M;_Z;_Z
2018-08;ES614;CP12;RCH_A;1.1;M;_Z;_Z
2018-08;ES615;CP01T12;RCH_A;2.0;M;_Z;_Z
2018-08;ES615;CP01;RCH_A;1.3;M;_Z;_Z
2018-08;ES615;CP02;RCH_A;1.5;M;_Z;_Z
2018-08;ES615;CP03;RCH_A;1.5;M;_Z;_Z
2018-08;ES615;CP04;RCH_A;3.3;M;_Z;_Z
2018-08;ES615;CP05;RCH_A;0.6;M;_Z;_Z
2018-08;ES615;CP06;RCH_A;0.2;M;_Z;_Z
2018-08;ES615;CP07;RCH_A;5.0;M;_Z;_Z
2018-08;ES615;CP08;RCH_A;2.9;M;_Z;_Z
2018-08;ES615;CP09;RCH_A;-0.9;M;_Z;_Z
2018-08;ES615;CP10;RCH_A;0.5;M;_Z;_Z
2018-08;ES615;CP11;RCH_A;1.8;M;_Z;_Z
2018-08;ES615;CP12;RCH_A;0.7;M;_Z;_Z
2018-08;ES616;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-08;ES616;CP01;RCH_A;2.1;M;_Z;_Z
2018-08;ES616;CP02;RCH_A;1.4;M;_Z;_Z
2018-08;ES616;CP03;RCH_A;0.8;M;_Z;_Z
2018-08;ES616;CP04;RCH_A;4.3;M;_Z;_Z
2018-08;ES616;CP05;RCH_A;-0.6;M;_Z;_Z
2018-08;ES616;CP06;RCH_A;-0.6;M;_Z;_Z
2018-08;ES616;CP07;RCH_A;5.8;M;_Z;_Z
2018-08;ES616;CP08;RCH_A;3.0;M;_Z;_Z
2018-08;ES616;CP09;RCH_A;-0.4;M;_Z;_Z
2018-08;ES616;CP10;RCH_A;0.7;M;_Z;_Z
2018-08;ES616;CP11;RCH_A;1.9;M;_Z;_Z
2018-08;ES616;CP12;RCH_A;0.5;M;_Z;_Z
2018-08;ES617;CP01T12;RCH_A;2.4;M;_Z;_Z
2018-08;ES617;CP01;RCH_A;2.6;M;_Z;_Z
2018-08;ES617;CP02;RCH_A;1.7;M;_Z;_Z
2018-08;ES617;CP03;RCH_A;0.6;M;_Z;_Z
2018-08;ES617;CP04;RCH_A;3.6;M;_Z;_Z
2018-08;ES617;CP05;RCH_A;0.4;M;_Z;_Z
2018-08;ES617;CP06;RCH_A;-0.1;M;_Z;_Z
2018-08;ES617;CP07;RCH_A;5.0;M;_Z;_Z
2018-08;ES617;CP08;RCH_A;3.1;M;_Z;_Z
2018-08;ES617;CP09;RCH_A;0.3;M;_Z;_Z
2018-08;ES617;CP10;RCH_A;1.6;M;_Z;_Z
2018-08;ES617;CP11;RCH_A;2.1;M;_Z;_Z
2018-08;ES617;CP12;RCH_A;1.1;M;_Z;_Z
2018-08;ES618;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-08;ES618;CP01;RCH_A;2.2;M;_Z;_Z
2018-08;ES618;CP02;RCH_A;1.5;M;_Z;_Z
2018-08;ES618;CP03;RCH_A;0.9;M;_Z;_Z
2018-08;ES618;CP04;RCH_A;3.8;M;_Z;_Z
2018-08;ES618;CP05;RCH_A;0.8;M;_Z;_Z
2018-08;ES618;CP06;RCH_A;-0.6;M;_Z;_Z
2018-08;ES618;CP07;RCH_A;4.7;M;_Z;_Z
2018-08;ES618;CP08;RCH_A;2.1;M;_Z;_Z
2018-08;ES618;CP09;RCH_A;-0.3;M;_Z;_Z
2018-08;ES618;CP10;RCH_A;1.8;M;_Z;_Z
2018-08;ES618;CP11;RCH_A;1.6;M;_Z;_Z
2018-08;ES618;CP12;RCH_A;0.6;M;_Z;_Z
2018-09;ES;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-09;ES;CP01;RCH_A;1.7;M;_Z;_Z
2018-09;ES;CP02;RCH_A;2.1;M;_Z;_Z
2018-09;ES;CP03;RCH_A;1.0;M;_Z;_Z
2018-09;ES;CP04;RCH_A;5.3;M;_Z;_Z
2018-09;ES;CP05;RCH_A;0.2;M;_Z;_Z
2018-09;ES;CP06;RCH_A;0.1;M;_Z;_Z
2018-09;ES;CP07;RCH_A;5.0;M;_Z;_Z
2018-09;ES;CP08;RCH_A;2.6;M;_Z;_Z
2018-09;ES;CP09;RCH_A;-1.0;M;_Z;_Z
2018-09;ES;CP10;RCH_A;1.0;M;_Z;_Z
2018-09;ES;CP11;RCH_A;1.9;M;_Z;_Z
2018-09;ES;CP12;RCH_A;1.0;M;_Z;_Z
2018-09;ES61;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-09;ES61;CP01;RCH_A;1.7;M;_Z;_Z
2018-09;ES61;CP02;RCH_A;1.6;M;_Z;_Z
2018-09;ES61;CP03;RCH_A;0.9;M;_Z;_Z
2018-09;ES61;CP04;RCH_A;4.8;M;_Z;_Z
2018-09;ES61;CP05;RCH_A;0.1;M;_Z;_Z
2018-09;ES61;CP06;RCH_A;-0.4;M;_Z;_Z
2018-09;ES61;CP07;RCH_A;5.0;M;_Z;_Z
2018-09;ES61;CP08;RCH_A;2.7;M;_Z;_Z
2018-09;ES61;CP09;RCH_A;-0.7;M;_Z;_Z
2018-09;ES61;CP10;RCH_A;1.8;M;_Z;_Z
2018-09;ES61;CP11;RCH_A;1.9;M;_Z;_Z
2018-09;ES61;CP12;RCH_A;0.7;M;_Z;_Z
2018-09;ES611;CP01T12;RCH_A;2.3;M;_Z;_Z
2018-09;ES611;CP01;RCH_A;2.6;M;_Z;_Z
2018-09;ES611;CP02;RCH_A;2.4;M;_Z;_Z
2018-09;ES611;CP03;RCH_A;0.6;M;_Z;_Z
2018-09;ES611;CP04;RCH_A;4.4;M;_Z;_Z
2018-09;ES611;CP05;RCH_A;-0.6;M;_Z;_Z
2018-09;ES611;CP06;RCH_A;0.1;M;_Z;_Z
2018-09;ES611;CP07;RCH_A;4.9;M;_Z;_Z
2018-09;ES611;CP08;RCH_A;3.4;M;_Z;_Z
2018-09;ES611;CP09;RCH_A;-1.2;M;_Z;_Z
2018-09;ES611;CP10;RCH_A;0.4;M;_Z;_Z
2018-09;ES611;CP11;RCH_A;1.4;M;_Z;_Z
2018-09;ES611;CP12;RCH_A;1.0;M;_Z;_Z
2018-09;ES612;CP01T12;RCH_A;1.5;M;_Z;_Z
2018-09;ES612;CP01;RCH_A;0.8;M;_Z;_Z
2018-09;ES612;CP02;RCH_A;1.4;M;_Z;_Z
2018-09;ES612;CP03;RCH_A;0.9;M;_Z;_Z
2018-09;ES612;CP04;RCH_A;3.7;M;_Z;_Z
2018-09;ES612;CP05;RCH_A;-0.4;M;_Z;_Z
2018-09;ES612;CP06;RCH_A;-1.3;M;_Z;_Z
2018-09;ES612;CP07;RCH_A;5.1;M;_Z;_Z
2018-09;ES612;CP08;RCH_A;2.0;M;_Z;_Z
2018-09;ES612;CP09;RCH_A;-2.0;M;_Z;_Z
2018-09;ES612;CP10;RCH_A;1.2;M;_Z;_Z
2018-09;ES612;CP11;RCH_A;1.6;M;_Z;_Z
2018-09;ES612;CP12;RCH_A;0.3;M;_Z;_Z
2018-09;ES613;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-09;ES613;CP01;RCH_A;1.2;M;_Z;_Z
2018-09;ES613;CP02;RCH_A;1.7;M;_Z;_Z
2018-09;ES613;CP03;RCH_A;1.4;M;_Z;_Z
2018-09;ES613;CP04;RCH_A;4.8;M;_Z;_Z
2018-09;ES613;CP05;RCH_A;0.0;M;_Z;_Z
2018-09;ES613;CP06;RCH_A;-0.2;M;_Z;_Z
2018-09;ES613;CP07;RCH_A;5.2;M;_Z;_Z
2018-09;ES613;CP08;RCH_A;2.5;M;_Z;_Z
2018-09;ES613;CP09;RCH_A;-1.0;M;_Z;_Z
2018-09;ES613;CP10;RCH_A;0.6;M;_Z;_Z
2018-09;ES613;CP11;RCH_A;1.4;M;_Z;_Z
2018-09;ES613;CP12;RCH_A;0.0;M;_Z;_Z
2018-09;ES614;CP01T12;RCH_A;2.5;M;_Z;_Z
2018-09;ES614;CP01;RCH_A;2.2;M;_Z;_Z
2018-09;ES614;CP02;RCH_A;1.4;M;_Z;_Z
2018-09;ES614;CP03;RCH_A;1.0;M;_Z;_Z
2018-09;ES614;CP04;RCH_A;5.6;M;_Z;_Z
2018-09;ES614;CP05;RCH_A;0.3;M;_Z;_Z
2018-09;ES614;CP06;RCH_A;-0.1;M;_Z;_Z
2018-09;ES614;CP07;RCH_A;4.9;M;_Z;_Z
2018-09;ES614;CP08;RCH_A;2.9;M;_Z;_Z
2018-09;ES614;CP09;RCH_A;-1.7;M;_Z;_Z
2018-09;ES614;CP10;RCH_A;3.5;M;_Z;_Z
2018-09;ES614;CP11;RCH_A;3.0;M;_Z;_Z
2018-09;ES614;CP12;RCH_A;1.6;M;_Z;_Z
2018-09;ES615;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-09;ES615;CP01;RCH_A;1.0;M;_Z;_Z
2018-09;ES615;CP02;RCH_A;1.2;M;_Z;_Z
2018-09;ES615;CP03;RCH_A;1.2;M;_Z;_Z
2018-09;ES615;CP04;RCH_A;4.6;M;_Z;_Z
2018-09;ES615;CP05;RCH_A;0.8;M;_Z;_Z
2018-09;ES615;CP06;RCH_A;1.0;M;_Z;_Z
2018-09;ES615;CP07;RCH_A;5.1;M;_Z;_Z
2018-09;ES615;CP08;RCH_A;2.9;M;_Z;_Z
2018-09;ES615;CP09;RCH_A;-1.1;M;_Z;_Z
2018-09;ES615;CP10;RCH_A;0.7;M;_Z;_Z
2018-09;ES615;CP11;RCH_A;2.1;M;_Z;_Z
2018-09;ES615;CP12;RCH_A;0.7;M;_Z;_Z
2018-09;ES616;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-09;ES616;CP01;RCH_A;1.6;M;_Z;_Z
2018-09;ES616;CP02;RCH_A;1.6;M;_Z;_Z
2018-09;ES616;CP03;RCH_A;0.8;M;_Z;_Z
2018-09;ES616;CP04;RCH_A;5.7;M;_Z;_Z
2018-09;ES616;CP05;RCH_A;-0.2;M;_Z;_Z
2018-09;ES616;CP06;RCH_A;-0.5;M;_Z;_Z
2018-09;ES616;CP07;RCH_A;5.8;M;_Z;_Z
2018-09;ES616;CP08;RCH_A;3.0;M;_Z;_Z
2018-09;ES616;CP09;RCH_A;-1.5;M;_Z;_Z
2018-09;ES616;CP10;RCH_A;1.0;M;_Z;_Z
2018-09;ES616;CP11;RCH_A;2.2;M;_Z;_Z
2018-09;ES616;CP12;RCH_A;0.6;M;_Z;_Z
2018-09;ES617;CP01T12;RCH_A;2.3;M;_Z;_Z
2018-09;ES617;CP01;RCH_A;2.0;M;_Z;_Z
2018-09;ES617;CP02;RCH_A;1.6;M;_Z;_Z
2018-09;ES617;CP03;RCH_A;0.6;M;_Z;_Z
2018-09;ES617;CP04;RCH_A;4.8;M;_Z;_Z
2018-09;ES617;CP05;RCH_A;0.0;M;_Z;_Z
2018-09;ES617;CP06;RCH_A;0.0;M;_Z;_Z
2018-09;ES617;CP07;RCH_A;5.0;M;_Z;_Z
2018-09;ES617;CP08;RCH_A;3.2;M;_Z;_Z
2018-09;ES617;CP09;RCH_A;0.1;M;_Z;_Z
2018-09;ES617;CP10;RCH_A;2.5;M;_Z;_Z
2018-09;ES617;CP11;RCH_A;1.9;M;_Z;_Z
2018-09;ES617;CP12;RCH_A;0.4;M;_Z;_Z
2018-09;ES618;CP01T12;RCH_A;2.3;M;_Z;_Z
2018-09;ES618;CP01;RCH_A;1.9;M;_Z;_Z
2018-09;ES618;CP02;RCH_A;1.7;M;_Z;_Z
2018-09;ES618;CP03;RCH_A;1.0;M;_Z;_Z
2018-09;ES618;CP04;RCH_A;5.1;M;_Z;_Z
2018-09;ES618;CP05;RCH_A;0.3;M;_Z;_Z
2018-09;ES618;CP06;RCH_A;-0.9;M;_Z;_Z
2018-09;ES618;CP07;RCH_A;4.9;M;_Z;_Z
2018-09;ES618;CP08;RCH_A;2.1;M;_Z;_Z
2018-09;ES618;CP09;RCH_A;0.2;M;_Z;_Z
2018-09;ES618;CP10;RCH_A;1.8;M;_Z;_Z
2018-09;ES618;CP11;RCH_A;1.9;M;_Z;_Z
2018-09;ES618;CP12;RCH_A;1.0;M;_Z;_Z
2018-10;ES;CP01T12;RCH_A;2.3;M;_Z;_Z
2018-10;ES;CP01;RCH_A;1.7;M;_Z;_Z
2018-10;ES;CP02;RCH_A;2.1;M;_Z;_Z
2018-10;ES;CP03;RCH_A;1.0;M;_Z;_Z
2018-10;ES;CP04;RCH_A;4.0;M;_Z;_Z
2018-10;ES;CP05;RCH_A;0.3;M;_Z;_Z
2018-10;ES;CP06;RCH_A;0.4;M;_Z;_Z
2018-10;ES;CP07;RCH_A;5.7;M;_Z;_Z
2018-10;ES;CP08;RCH_A;2.0;M;_Z;_Z
2018-10;ES;CP09;RCH_A;0.0;M;_Z;_Z
2018-10;ES;CP10;RCH_A;0.7;M;_Z;_Z
2018-10;ES;CP11;RCH_A;1.9;M;_Z;_Z
2018-10;ES;CP12;RCH_A;1.1;M;_Z;_Z
2018-10;ES61;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-10;ES61;CP01;RCH_A;1.7;M;_Z;_Z
2018-10;ES61;CP02;RCH_A;1.7;M;_Z;_Z
2018-10;ES61;CP03;RCH_A;1.0;M;_Z;_Z
2018-10;ES61;CP04;RCH_A;2.7;M;_Z;_Z
2018-10;ES61;CP05;RCH_A;0.1;M;_Z;_Z
2018-10;ES61;CP06;RCH_A;0.0;M;_Z;_Z
2018-10;ES61;CP07;RCH_A;5.6;M;_Z;_Z
2018-10;ES61;CP08;RCH_A;2.1;M;_Z;_Z
2018-10;ES61;CP09;RCH_A;-0.1;M;_Z;_Z
2018-10;ES61;CP10;RCH_A;1.4;M;_Z;_Z
2018-10;ES61;CP11;RCH_A;2.1;M;_Z;_Z
2018-10;ES61;CP12;RCH_A;0.7;M;_Z;_Z
2018-10;ES611;CP01T12;RCH_A;2.2;M;_Z;_Z
2018-10;ES611;CP01;RCH_A;2.6;M;_Z;_Z
2018-10;ES611;CP02;RCH_A;2.2;M;_Z;_Z
2018-10;ES611;CP03;RCH_A;0.5;M;_Z;_Z
2018-10;ES611;CP04;RCH_A;2.6;M;_Z;_Z
2018-10;ES611;CP05;RCH_A;-0.1;M;_Z;_Z
2018-10;ES611;CP06;RCH_A;0.1;M;_Z;_Z
2018-10;ES611;CP07;RCH_A;5.6;M;_Z;_Z
2018-10;ES611;CP08;RCH_A;2.8;M;_Z;_Z
2018-10;ES611;CP09;RCH_A;-0.6;M;_Z;_Z
2018-10;ES611;CP10;RCH_A;0.4;M;_Z;_Z
2018-10;ES611;CP11;RCH_A;1.5;M;_Z;_Z
2018-10;ES611;CP12;RCH_A;0.5;M;_Z;_Z
2018-10;ES612;CP01T12;RCH_A;1.7;M;_Z;_Z
2018-10;ES612;CP01;RCH_A;1.1;M;_Z;_Z
2018-10;ES612;CP02;RCH_A;1.3;M;_Z;_Z
2018-10;ES612;CP03;RCH_A;0.9;M;_Z;_Z
2018-10;ES612;CP04;RCH_A;2.0;M;_Z;_Z
2018-10;ES612;CP05;RCH_A;0.1;M;_Z;_Z
2018-10;ES612;CP06;RCH_A;-0.9;M;_Z;_Z
2018-10;ES612;CP07;RCH_A;5.8;M;_Z;_Z
2018-10;ES612;CP08;RCH_A;1.4;M;_Z;_Z
2018-10;ES612;CP09;RCH_A;-0.4;M;_Z;_Z
2018-10;ES612;CP10;RCH_A;1.3;M;_Z;_Z
2018-10;ES612;CP11;RCH_A;1.8;M;_Z;_Z
2018-10;ES612;CP12;RCH_A;0.7;M;_Z;_Z
2018-10;ES613;CP01T12;RCH_A;2.0;M;_Z;_Z
2018-10;ES613;CP01;RCH_A;1.3;M;_Z;_Z
2018-10;ES613;CP02;RCH_A;1.6;M;_Z;_Z
2018-10;ES613;CP03;RCH_A;1.3;M;_Z;_Z
2018-10;ES613;CP04;RCH_A;2.5;M;_Z;_Z
2018-10;ES613;CP05;RCH_A;0.3;M;_Z;_Z
2018-10;ES613;CP06;RCH_A;-0.1;M;_Z;_Z
2018-10;ES613;CP07;RCH_A;5.6;M;_Z;_Z
2018-10;ES613;CP08;RCH_A;1.9;M;_Z;_Z
2018-10;ES613;CP09;RCH_A;1.0;M;_Z;_Z
2018-10;ES613;CP10;RCH_A;0.7;M;_Z;_Z
2018-10;ES613;CP11;RCH_A;1.5;M;_Z;_Z
2018-10;ES613;CP12;RCH_A;0.3;M;_Z;_Z
2018-10;ES614;CP01T12;RCH_A;2.4;M;_Z;_Z
2018-10;ES614;CP01;RCH_A;2.2;M;_Z;_Z
2018-10;ES614;CP02;RCH_A;1.6;M;_Z;_Z
2018-10;ES614;CP03;RCH_A;1.1;M;_Z;_Z
2018-10;ES614;CP04;RCH_A;3.7;M;_Z;_Z
2018-10;ES614;CP05;RCH_A;0.2;M;_Z;_Z
2018-10;ES614;CP06;RCH_A;0.4;M;_Z;_Z
2018-10;ES614;CP07;RCH_A;5.2;M;_Z;_Z
2018-10;ES614;CP08;RCH_A;2.3;M;_Z;_Z
2018-10;ES614;CP09;RCH_A;-0.4;M;_Z;_Z
2018-10;ES614;CP10;RCH_A;3.2;M;_Z;_Z
2018-10;ES614;CP11;RCH_A;3.1;M;_Z;_Z
2018-10;ES614;CP12;RCH_A;1.6;M;_Z;_Z
2018-10;ES615;CP01T12;RCH_A;2.1;M;_Z;_Z
2018-10;ES615;CP01;RCH_A;1.0;M;_Z;_Z
2018-10;ES615;CP02;RCH_A;1.2;M;_Z;_Z
2018-10;ES615;CP03;RCH_A;1.0;M;_Z;_Z
2018-10;ES615;CP04;RCH_A;2.7;M;_Z;_Z
2018-10;ES615;CP05;RCH_A;0.9;M;_Z;_Z
2018-10;ES615;CP06;RCH_A;1.1;M;_Z;_Z
2018-10;ES615;CP07;RCH_A;5.7;M;_Z;_Z
2018-10;ES615;CP08;RCH_A;2.3;M;_Z;_Z
2018-10;ES615;CP09;RCH_A;0.5;M;_Z;_Z
2018-10;ES615;CP10;RCH_A;0.7;M;_Z;_Z
2018-10;ES615;CP11;RCH_A;2.6;M;_Z;_Z
2018-10;ES615;CP12;RCH_A;0.4;M;_Z;_Z
2018-10;ES616;CP01T12;RCH_A;2.0;M;_Z;_Z
2018-10;ES616;CP01;RCH_A;1.1;M;_Z;_Z
2018-10;ES616;CP02;RCH_A;1.8;M;_Z;_Z
2018-10;ES616;CP03;RCH_A;1.1;M;_Z;_Z
2018-10;ES616;CP04;RCH_A;3.3;M;_Z;_Z
2018-10;ES616;CP05;RCH_A;0.1;M;_Z;_Z
