TEMPORAL;TERRITORIO;IPC_RUBRICAS;INDICATOR;OBS_VALUE;FREQ;IPC_GRUPOSESPECIALES
2011-06;ES;62084;RCH_M;0.0;M;
2011-06;ES;62085;RCH_M;0.1;M;
2011-06;ES;62086;RCH_M;0.1;M;
2011-06;ES;62087;RCH_M;0.6;M;
2011-06;ES;62088;RCH_M;0.3;M;
2011-06;ES61;62032;RCH_M;0.6;M;
2011-06;ES61;62033;RCH_M;0.1;M;
2011-06;ES61;62034;RCH_M;-0.1;M;
2011-06;ES61;62035;RCH_M;-0.1;M;
2011-06;ES61;62036;RCH_M;0.4;M;
2011-06;ES61;62037;RCH_M;2.0;M;
2011-06;ES61;62038;RCH_M;0.3;M;
2011-06;ES61;62039;RCH_M;1.2;M;
2011-06;ES61;62040;RCH_M;-0.1;M;
2011-06;ES61;62041;RCH_M;0.3;M;
2011-06;ES61;62042;RCH_M;0.4;M;
2011-06;ES61;62043;RCH_M;0.0;M;
2011-06;ES61;62044;RCH_M;-0.2;M;
2011-06;ES61;62045;RCH_M;-0.1;M;
2011-06;ES61;62046;RCH_M;0.3;M;
2011-06;ES61;62047;RCH_M;-0.6;M;
2011-06;ES61;62048;RCH_M;0.6;M;
2011-06;ES61;62049;RCH_M;-10.1;M;
2011-06;ES61;62050;RCH_M;0.0;M;
2011-06;ES61;62051;RCH_M;2.1;M;
2011-06;ES61;62052;RCH_M;0.4;M;
2011-06;ES61;62053;RCH_M;0.0;M;
2011-06;ES61;62054;RCH_M;0.3;M;
2011-06;ES61;62055;RCH_M;-6.6;M;
2011-06;ES61;62056;RCH_M;-0.2;M;
2011-06;ES61;62057;RCH_M;-1.6;M;
2011-06;ES61;62058;RCH_M;-1.3;M;
2011-06;ES61;62059;RCH_M;-0.1;M;
2011-06;ES61;62060;RCH_M;-0.4;M;
2011-06;ES61;62061;RCH_M;-0.3;M;
2011-06;ES61;62062;RCH_M;-0.4;M;
2011-06;ES61;62063;RCH_M;0.4;M;
2011-06;ES61;62064;RCH_M;0.0;M;
2011-06;ES61;62065;RCH_M;0.0;M;
2011-06;ES61;62066;RCH_M;0.4;M;
2011-06;ES61;62067;RCH_M;0.4;M;
2011-06;ES61;62068;RCH_M;0.2;M;
2011-06;ES61;62069;RCH_M;0.1;M;
2011-06;ES61;62070;RCH_M;0.2;M;
2011-06;ES61;62071;RCH_M;0.1;M;
2011-06;ES61;62072;RCH_M;0.0;M;
2011-06;ES61;62073;RCH_M;0.1;M;
2011-06;ES61;62074;RCH_M;0.2;M;
2011-06;ES61;62075;RCH_M;-0.2;M;
2011-06;ES61;62076;RCH_M;0.0;M;
2011-06;ES61;62077;RCH_M;0.3;M;
2011-06;ES61;62078;RCH_M;0.0;M;
2011-06;ES61;62079;RCH_M;-0.5;M;
2011-06;ES61;62080;RCH_M;0.1;M;
2011-06;ES61;62081;RCH_M;-1.5;M;
2011-06;ES61;62082;RCH_M;0.0;M;
2011-06;ES61;62083;RCH_M;0.0;M;
2011-06;ES61;62084;RCH_M;0.0;M;
2011-06;ES61;62085;RCH_M;-0.1;M;
2011-06;ES61;62086;RCH_M;0.1;M;
2011-06;ES61;62087;RCH_M;0.3;M;
2011-06;ES61;62088;RCH_M;0.2;M;
2011-07;ES;62032;RCH_M;0.4;M;
2011-07;ES;62033;RCH_M;0.3;M;
2011-07;ES;62034;RCH_M;-0.1;M;
2011-07;ES;62035;RCH_M;1.8;M;
2011-07;ES;62036;RCH_M;0.5;M;
2011-07;ES;62037;RCH_M;1.0;M;
2011-07;ES;62038;RCH_M;0.4;M;
2011-07;ES;62039;RCH_M;1.0;M;
2011-07;ES;62040;RCH_M;0.4;M;
2011-07;ES;62041;RCH_M;0.5;M;
2011-07;ES;62042;RCH_M;0.1;M;
2011-07;ES;62043;RCH_M;0.2;M;
2011-07;ES;62044;RCH_M;0.2;M;
2011-07;ES;62045;RCH_M;-0.1;M;
2011-07;ES;62046;RCH_M;0.3;M;
2011-07;ES;62047;RCH_M;-0.2;M;
2011-07;ES;62048;RCH_M;0.1;M;
2011-07;ES;62049;RCH_M;-6.9;M;
2011-07;ES;62050;RCH_M;1.5;M;
2011-07;ES;62051;RCH_M;0.8;M;
2011-07;ES;62052;RCH_M;0.4;M;
2011-07;ES;62053;RCH_M;-0.9;M;
2011-07;ES;62054;RCH_M;0.0;M;
2011-07;ES;62055;RCH_M;2.8;M;
2011-07;ES;62056;RCH_M;-8.1;M;
2011-07;ES;62057;RCH_M;-13.2;M;
2011-07;ES;62058;RCH_M;-19.7;M;
2011-07;ES;62059;RCH_M;-5.8;M;
2011-07;ES;62060;RCH_M;-8.2;M;
2011-07;ES;62061;RCH_M;-11.4;M;
2011-07;ES;62062;RCH_M;-14.1;M;
2011-07;ES;62063;RCH_M;0.3;M;
2011-07;ES;62064;RCH_M;0.1;M;
2011-07;ES;62065;RCH_M;2.1;M;
2011-07;ES;62066;RCH_M;0.0;M;
2011-07;ES;62067;RCH_M;-1.6;M;
2011-07;ES;62068;RCH_M;-4.9;M;
2011-07;ES;62069;RCH_M;-0.5;M;
2011-07;ES;62070;RCH_M;0.2;M;
2011-07;ES;62071;RCH_M;0.4;M;
2011-07;ES;62072;RCH_M;0.1;M;
2011-07;ES;62073;RCH_M;0.0;M;
2011-07;ES;62074;RCH_M;-0.3;M;
2011-07;ES;62075;RCH_M;0.5;M;
2011-07;ES;62076;RCH_M;-0.3;M;
2011-07;ES;62077;RCH_M;1.5;M;
2011-07;ES;62078;RCH_M;-1.0;M;
2011-07;ES;62079;RCH_M;-0.5;M;
2011-07;ES;62080;RCH_M;0.8;M;
2011-07;ES;62081;RCH_M;0.4;M;
2011-07;ES;62082;RCH_M;0.0;M;
2011-07;ES;62083;RCH_M;0.0;M;
2011-07;ES;62084;RCH_M;0.0;M;
2011-07;ES;62085;RCH_M;0.1;M;
2011-07;ES;62086;RCH_M;-0.1;M;
2011-07;ES;62087;RCH_M;2.0;M;
2011-07;ES;62088;RCH_M;-0.6;M;
2011-07;ES61;62032;RCH_M;0.2;M;
2011-07;ES61;62033;RCH_M;0.2;M;
2011-07;ES61;62034;RCH_M;-0.4;M;
2011-07;ES61;62035;RCH_M;1.7;M;
2011-07;ES61;62036;RCH_M;0.9;M;
2011-07;ES61;62037;RCH_M;1.0;M;
2011-07;ES61;62038;RCH_M;0.3;M;
2011-07;ES61;62039;RCH_M;2.5;M;
2011-07;ES61;62040;RCH_M;0.4;M;
2011-07;ES61;62041;RCH_M;0.2;M;
2011-07;ES61;62042;RCH_M;0.5;M;
2011-07;ES61;62043;RCH_M;0.3;M;
2011-07;ES61;62044;RCH_M;0.8;M;
2011-07;ES61;62045;RCH_M;-0.1;M;
2011-07;ES61;62046;RCH_M;0.7;M;
2011-07;ES61;62047;RCH_M;-0.4;M;
2011-07;ES61;62048;RCH_M;0.3;M;
2011-07;ES61;62049;RCH_M;-8.2;M;
2011-07;ES61;62050;RCH_M;1.9;M;
2011-07;ES61;62051;RCH_M;1.1;M;
2011-07;ES61;62052;RCH_M;0.5;M;
2011-07;ES61;62053;RCH_M;-1.6;M;
2011-07;ES61;62054;RCH_M;0.0;M;
2011-07;ES61;62055;RCH_M;2.9;M;
2011-07;ES61;62056;RCH_M;-8.4;M;
2011-07;ES61;62057;RCH_M;-14.6;M;
2011-07;ES61;62058;RCH_M;-21.1;M;
2011-07;ES61;62059;RCH_M;-7.5;M;
2011-07;ES61;62060;RCH_M;-7.4;M;
2011-07;ES61;62061;RCH_M;-11.5;M;
2011-07;ES61;62062;RCH_M;-15.4;M;
2011-07;ES61;62063;RCH_M;0.3;M;
2011-07;ES61;62064;RCH_M;0.0;M;
2011-07;ES61;62065;RCH_M;1.9;M;
2011-07;ES61;62066;RCH_M;0.1;M;
2011-07;ES61;62067;RCH_M;-1.8;M;
2011-07;ES61;62068;RCH_M;-5.6;M;
2011-07;ES61;62069;RCH_M;-1.1;M;
2011-07;ES61;62070;RCH_M;0.1;M;
2011-07;ES61;62071;RCH_M;0.4;M;
2011-07;ES61;62072;RCH_M;0.1;M;
2011-07;ES61;62073;RCH_M;0.1;M;
2011-07;ES61;62074;RCH_M;-0.5;M;
2011-07;ES61;62075;RCH_M;0.5;M;
2011-07;ES61;62076;RCH_M;0.0;M;
2011-07;ES61;62077;RCH_M;1.4;M;
2011-07;ES61;62078;RCH_M;-1.0;M;
2011-07;ES61;62079;RCH_M;-1.0;M;
2011-07;ES61;62080;RCH_M;0.9;M;
2011-07;ES61;62081;RCH_M;0.4;M;
2011-07;ES61;62082;RCH_M;0.0;M;
2011-07;ES61;62083;RCH_M;0.0;M;
2011-07;ES61;62084;RCH_M;0.0;M;
2011-07;ES61;62085;RCH_M;0.2;M;
2011-07;ES61;62086;RCH_M;-0.1;M;
2011-07;ES61;62087;RCH_M;1.3;M;
2011-07;ES61;62088;RCH_M;-0.7;M;
2011-08;ES;62032;RCH_M;0.5;M;
2011-08;ES;62033;RCH_M;0.1;M;
2011-08;ES;62034;RCH_M;-0.3;M;
2011-08;ES;62035;RCH_M;1.8;M;
2011-08;ES;62036;RCH_M;0.5;M;
2011-08;ES;62037;RCH_M;0.7;M;
2011-08;ES;62038;RCH_M;0.1;M;
2011-08;ES;62039;RCH_M;1.5;M;
2011-08;ES;62040;RCH_M;0.2;M;
2011-08;ES;62041;RCH_M;0.8;M;
2011-08;ES;62042;RCH_M;0.6;M;
2011-08;ES;62043;RCH_M;0.7;M;
2011-08;ES;62044;RCH_M;0.0;M;
2011-08;ES;62045;RCH_M;-0.5;M;
2011-08;ES;62046;RCH_M;-0.1;M;
2011-08;ES;62047;RCH_M;-0.3;M;
2011-08;ES;62048;RCH_M;0.0;M;
2011-08;ES;62049;RCH_M;-3.2;M;
2011-08;ES;62050;RCH_M;0.6;M;
2011-08;ES;62051;RCH_M;0.9;M;
2011-08;ES;62052;RCH_M;0.2;M;
2011-08;ES;62053;RCH_M;-0.8;M;
2011-08;ES;62054;RCH_M;-0.1;M;
2011-08;ES;62055;RCH_M;-0.1;M;
2011-08;ES;62056;RCH_M;-0.8;M;
2011-08;ES;62057;RCH_M;-0.8;M;
2011-08;ES;62058;RCH_M;-1.4;M;
2011-08;ES;62059;RCH_M;-0.6;M;
2011-08;ES;62060;RCH_M;-1.4;M;
2011-08;ES;62061;RCH_M;-0.8;M;
2011-08;ES;62062;RCH_M;-1.6;M;
2011-08;ES;62063;RCH_M;0.0;M;
2011-08;ES;62064;RCH_M;0.1;M;
2011-08;ES;62065;RCH_M;-0.4;M;
2011-08;ES;62066;RCH_M;0.0;M;
2011-08;ES;62067;RCH_M;-0.1;M;
2011-08;ES;62068;RCH_M;0.0;M;
2011-08;ES;62069;RCH_M;-0.1;M;
2011-08;ES;62070;RCH_M;0.2;M;
2011-08;ES;62071;RCH_M;0.4;M;
2011-08;ES;62072;RCH_M;0.0;M;
2011-08;ES;62073;RCH_M;0.0;M;
2011-08;ES;62074;RCH_M;-1.0;M;
2011-08;ES;62075;RCH_M;-0.2;M;
2011-08;ES;62076;RCH_M;1.0;M;
2011-08;ES;62077;RCH_M;0.3;M;
2011-08;ES;62078;RCH_M;0.0;M;
2011-08;ES;62079;RCH_M;0.0;M;
2011-08;ES;62080;RCH_M;-0.2;M;
2011-08;ES;62081;RCH_M;0.6;M;
2011-08;ES;62082;RCH_M;0.0;M;
2011-08;ES;62083;RCH_M;0.0;M;
2011-08;ES;62084;RCH_M;0.0;M;
2011-08;ES;62085;RCH_M;0.0;M;
2011-08;ES;62086;RCH_M;0.3;M;
2011-08;ES;62087;RCH_M;1.5;M;
2011-08;ES;62088;RCH_M;0.1;M;
2011-08;ES61;62032;RCH_M;0.5;M;
2011-08;ES61;62033;RCH_M;0.0;M;
2011-08;ES61;62034;RCH_M;-0.3;M;
2011-08;ES61;62035;RCH_M;1.6;M;
2011-08;ES61;62036;RCH_M;0.8;M;
2011-08;ES61;62037;RCH_M;1.5;M;
2011-08;ES61;62038;RCH_M;0.3;M;
2011-08;ES61;62039;RCH_M;2.4;M;
2011-08;ES61;62040;RCH_M;0.9;M;
2011-08;ES61;62041;RCH_M;1.3;M;
2011-08;ES61;62042;RCH_M;0.8;M;
2011-08;ES61;62043;RCH_M;0.7;M;
2011-08;ES61;62044;RCH_M;0.2;M;
2011-08;ES61;62045;RCH_M;-0.8;M;
2011-08;ES61;62046;RCH_M;-0.3;M;
2011-08;ES61;62047;RCH_M;-0.5;M;
2011-08;ES61;62048;RCH_M;-0.2;M;
2011-08;ES61;62049;RCH_M;-5.5;M;
2011-08;ES61;62050;RCH_M;0.2;M;
2011-08;ES61;62051;RCH_M;0.9;M;
2011-08;ES61;62052;RCH_M;0.4;M;
2011-08;ES61;62053;RCH_M;-1.1;M;
2011-08;ES61;62054;RCH_M;0.0;M;
2011-08;ES61;62055;RCH_M;-0.1;M;
2011-08;ES61;62056;RCH_M;-0.8;M;
2011-08;ES61;62057;RCH_M;-0.6;M;
2011-08;ES61;62058;RCH_M;-1.0;M;
2011-08;ES61;62059;RCH_M;0.2;M;
2011-08;ES61;62060;RCH_M;-1.4;M;
2011-08;ES61;62061;RCH_M;-1.2;M;
2011-08;ES61;62062;RCH_M;-1.7;M;
2011-08;ES61;62063;RCH_M;0.2;M;
2011-08;ES61;62064;RCH_M;0.1;M;
2011-08;ES61;62065;RCH_M;-0.1;M;
2011-08;ES61;62066;RCH_M;0.2;M;
2011-08;ES61;62067;RCH_M;-0.2;M;
2011-08;ES61;62068;RCH_M;-0.3;M;
2011-08;ES61;62069;RCH_M;-0.2;M;
2011-08;ES61;62070;RCH_M;0.2;M;
2011-08;ES61;62071;RCH_M;0.5;M;
2011-08;ES61;62072;RCH_M;0.0;M;
2011-08;ES61;62073;RCH_M;0.0;M;
2011-08;ES61;62074;RCH_M;-1.3;M;
2011-08;ES61;62075;RCH_M;-0.2;M;
2011-08;ES61;62076;RCH_M;0.1;M;
2011-08;ES61;62077;RCH_M;0.3;M;
2011-08;ES61;62078;RCH_M;0.0;M;
2011-08;ES61;62079;RCH_M;0.3;M;
2011-08;ES61;62080;RCH_M;-0.2;M;
2011-08;ES61;62081;RCH_M;0.6;M;
2011-08;ES61;62082;RCH_M;0.0;M;
2011-08;ES61;62083;RCH_M;0.0;M;
2011-08;ES61;62084;RCH_M;0.0;M;
2011-08;ES61;62085;RCH_M;0.1;M;
2011-08;ES61;62086;RCH_M;0.0;M;
2011-08;ES61;62087;RCH_M;1.4;M;
2011-08;ES61;62088;RCH_M;0.2;M;
2011-09;ES;62032;RCH_M;0.3;M;
2011-09;ES;62033;RCH_M;0.0;M;
2011-09;ES;62034;RCH_M;0.2;M;
2011-09;ES;62035;RCH_M;2.8;M;
2011-09;ES;62036;RCH_M;0.3;M;
2011-09;ES;62037;RCH_M;0.8;M;
2011-09;ES;62038;RCH_M;0.1;M;
2011-09;ES;62039;RCH_M;0.5;M;
2011-09;ES;62040;RCH_M;0.0;M;
2011-09;ES;62041;RCH_M;0.5;M;
2011-09;ES;62042;RCH_M;0.0;M;
2011-09;ES;62043;RCH_M;0.4;M;
2011-09;ES;62044;RCH_M;0.1;M;
2011-09;ES;62045;RCH_M;-0.2;M;
2011-09;ES;62046;RCH_M;0.4;M;
2011-09;ES;62047;RCH_M;-0.1;M;
2011-09;ES;62048;RCH_M;0.0;M;
2011-09;ES;62049;RCH_M;-1.2;M;
2011-09;ES;62050;RCH_M;0.6;M;
2011-09;ES;62051;RCH_M;0.3;M;
2011-09;ES;62052;RCH_M;0.1;M;
2011-09;ES;62053;RCH_M;0.3;M;
2011-09;ES;62054;RCH_M;0.1;M;
2011-09;ES;62055;RCH_M;4.8;M;
2011-09;ES;62056;RCH_M;6.5;M;
2011-09;ES;62057;RCH_M;2.9;M;
2011-09;ES;62058;RCH_M;2.7;M;
2011-09;ES;62059;RCH_M;6.4;M;
2011-09;ES;62060;RCH_M;3.7;M;
2011-09;ES;62061;RCH_M;1.3;M;
2011-09;ES;62062;RCH_M;4.0;M;
2011-09;ES;62063;RCH_M;0.1;M;
2011-09;ES;62064;RCH_M;0.0;M;
2011-09;ES;62065;RCH_M;0.1;M;
2011-09;ES;62066;RCH_M;0.1;M;
2011-09;ES;62067;RCH_M;0.7;M;
2011-09;ES;62068;RCH_M;1.3;M;
2011-09;ES;62069;RCH_M;0.0;M;
2011-09;ES;62070;RCH_M;0.2;M;
2011-09;ES;62071;RCH_M;0.1;M;
2011-09;ES;62072;RCH_M;0.0;M;
2011-09;ES;62073;RCH_M;0.0;M;
2011-09;ES;62074;RCH_M;0.1;M;
2011-09;ES;62075;RCH_M;0.6;M;
2011-09;ES;62076;RCH_M;0.4;M;
2011-09;ES;62077;RCH_M;0.0;M;
2011-09;ES;62078;RCH_M;0.1;M;
2011-09;ES;62079;RCH_M;-0.6;M;
2011-09;ES;62080;RCH_M;-0.3;M;
2011-09;ES;62081;RCH_M;1.0;M;
2011-09;ES;62082;RCH_M;1.7;M;
2011-09;ES;62083;RCH_M;1.8;M;
2011-09;ES;62084;RCH_M;0.0;M;
2011-09;ES;62085;RCH_M;0.1;M;
2011-09;ES;62086;RCH_M;0.0;M;
2011-09;ES;62087;RCH_M;-2.4;M;
2011-09;ES;62088;RCH_M;0.4;M;
2011-09;ES61;62032;RCH_M;0.2;M;
2011-09;ES61;62033;RCH_M;0.1;M;
2011-09;ES61;62034;RCH_M;1.0;M;
2011-09;ES61;62035;RCH_M;2.0;M;
2011-09;ES61;62036;RCH_M;0.2;M;
2011-09;ES61;62037;RCH_M;1.3;M;
2011-09;ES61;62038;RCH_M;-0.1;M;
2011-09;ES61;62039;RCH_M;-0.4;M;
2011-09;ES61;62040;RCH_M;-0.2;M;
2011-09;ES61;62041;RCH_M;0.6;M;
2011-09;ES61;62042;RCH_M;0.6;M;
2011-09;ES61;62043;RCH_M;0.5;M;
2011-09;ES61;62044;RCH_M;-0.1;M;
2011-09;ES61;62045;RCH_M;-0.2;M;
2011-09;ES61;62046;RCH_M;0.2;M;
2011-09;ES61;62047;RCH_M;-0.4;M;
2011-09;ES61;62048;RCH_M;0.1;M;
2011-09;ES61;62049;RCH_M;0.2;M;
2011-09;ES61;62050;RCH_M;0.6;M;
2011-09;ES61;62051;RCH_M;0.0;M;
2011-09;ES61;62052;RCH_M;0.0;M;
2011-09;ES61;62053;RCH_M;0.4;M;
2011-09;ES61;62054;RCH_M;0.2;M;
2011-09;ES61;62055;RCH_M;4.9;M;
2011-09;ES61;62056;RCH_M;7.4;M;
2011-09;ES61;62057;RCH_M;3.3;M;
2011-09;ES61;62058;RCH_M;2.8;M;
2011-09;ES61;62059;RCH_M;8.7;M;
2011-09;ES61;62060;RCH_M;3.6;M;
2011-09;ES61;62061;RCH_M;1.4;M;
2011-09;ES61;62062;RCH_M;3.9;M;
2011-09;ES61;62063;RCH_M;0.1;M;
2011-09;ES61;62064;RCH_M;0.0;M;
2011-09;ES61;62065;RCH_M;0.0;M;
2011-09;ES61;62066;RCH_M;0.0;M;
2011-09;ES61;62067;RCH_M;0.9;M;
2011-09;ES61;62068;RCH_M;1.6;M;
2011-09;ES61;62069;RCH_M;0.4;M;
2011-09;ES61;62070;RCH_M;0.1;M;
2011-09;ES61;62071;RCH_M;0.0;M;
2011-09;ES61;62072;RCH_M;0.0;M;
2011-09;ES61;62073;RCH_M;0.0;M;
2011-09;ES61;62074;RCH_M;0.1;M;
2011-09;ES61;62075;RCH_M;0.6;M;
2011-09;ES61;62076;RCH_M;0.0;M;
2011-09;ES61;62077;RCH_M;-0.1;M;
2011-09;ES61;62078;RCH_M;0.1;M;
2011-09;ES61;62079;RCH_M;-0.6;M;
2011-09;ES61;62080;RCH_M;-0.1;M;
2011-09;ES61;62081;RCH_M;-0.1;M;
2011-09;ES61;62082;RCH_M;1.5;M;
2011-09;ES61;62083;RCH_M;1.9;M;
2011-09;ES61;62084;RCH_M;0.0;M;
2011-09;ES61;62085;RCH_M;0.0;M;
2011-09;ES61;62086;RCH_M;-0.1;M;
2011-09;ES61;62087;RCH_M;-1.7;M;
2011-09;ES61;62088;RCH_M;0.6;M;
2011-10;ES;62032;RCH_M;0.1;M;
2011-10;ES;62033;RCH_M;0.1;M;
2011-10;ES;62034;RCH_M;1.0;M;
2011-10;ES;62035;RCH_M;1.6;M;
2011-10;ES;62036;RCH_M;0.0;M;
2011-10;ES;62037;RCH_M;-0.2;M;
2011-10;ES;62038;RCH_M;0.1;M;
2011-10;ES;62039;RCH_M;-0.6;M;
2011-10;ES;62040;RCH_M;-0.1;M;
2011-10;ES;62041;RCH_M;-0.3;M;
2011-10;ES;62042;RCH_M;-0.2;M;
2011-10;ES;62043;RCH_M;-0.2;M;
2011-10;ES;62044;RCH_M;0.5;M;
2011-10;ES;62045;RCH_M;0.1;M;
2011-10;ES;62046;RCH_M;-0.1;M;
2011-10;ES;62047;RCH_M;-0.6;M;
2011-10;ES;62048;RCH_M;0.4;M;
2011-10;ES;62049;RCH_M;-1.4;M;
2011-10;ES;62050;RCH_M;0.9;M;
2011-10;ES;62051;RCH_M;-0.1;M;
2011-10;ES;62052;RCH_M;0.2;M;
2011-10;ES;62053;RCH_M;1.4;M;
2011-10;ES;62054;RCH_M;-0.1;M;
2011-10;ES;62055;RCH_M;1.4;M;
2011-10;ES;62056;RCH_M;11.4;M;
2011-10;ES;62057;RCH_M;12.2;M;
2011-10;ES;62058;RCH_M;10.2;M;
2011-10;ES;62059;RCH_M;7.5;M;
2011-10;ES;62060;RCH_M;5.9;M;
2011-10;ES;62061;RCH_M;7.0;M;
2011-10;ES;62062;RCH_M;5.6;M;
2011-10;ES;62063;RCH_M;0.2;M;
2011-10;ES;62064;RCH_M;0.1;M;
2011-10;ES;62065;RCH_M;0.8;M;
2011-10;ES;62066;RCH_M;0.0;M;
2011-10;ES;62067;RCH_M;0.8;M;
2011-10;ES;62068;RCH_M;2.1;M;
2011-10;ES;62069;RCH_M;-0.2;M;
2011-10;ES;62070;RCH_M;0.4;M;
2011-10;ES;62071;RCH_M;0.3;M;
2011-10;ES;62072;RCH_M;0.1;M;
2011-10;ES;62073;RCH_M;0.0;M;
2011-10;ES;62074;RCH_M;0.4;M;
2011-10;ES;62075;RCH_M;-0.2;M;
2011-10;ES;62076;RCH_M;0.2;M;
2011-10;ES;62077;RCH_M;0.1;M;
2011-10;ES;62078;RCH_M;-0.6;M;
2011-10;ES;62079;RCH_M;-0.3;M;
2011-10;ES;62080;RCH_M;0.1;M;
2011-10;ES;62081;RCH_M;-0.3;M;
2011-10;ES;62082;RCH_M;0.4;M;
2011-10;ES;62083;RCH_M;0.4;M;
2011-10;ES;62084;RCH_M;4.2;M;
2011-10;ES;62085;RCH_M;0.3;M;
2011-10;ES;62086;RCH_M;0.0;M;
2011-10;ES;62087;RCH_M;-0.7;M;
2011-10;ES;62088;RCH_M;0.6;M;
2011-10;ES61;62032;RCH_M;0.1;M;
2011-10;ES61;62033;RCH_M;-0.1;M;
2011-10;ES61;62034;RCH_M;0.7;M;
2011-10;ES61;62035;RCH_M;1.7;M;
2011-10;ES61;62036;RCH_M;0.0;M;
2011-10;ES61;62037;RCH_M;-0.7;M;
2011-10;ES61;62038;RCH_M;0.0;M;
2011-10;ES61;62039;RCH_M;-1.1;M;
2011-10;ES61;62040;RCH_M;-0.2;M;
2011-10;ES61;62041;RCH_M;-0.4;M;
2011-10;ES61;62042;RCH_M;-0.5;M;
2011-10;ES61;62043;RCH_M;-0.3;M;
2011-10;ES61;62044;RCH_M;0.3;M;
2011-10;ES61;62045;RCH_M;0.1;M;
2011-10;ES61;62046;RCH_M;0.3;M;
2011-10;ES61;62047;RCH_M;-0.9;M;
2011-10;ES61;62048;RCH_M;0.7;M;
2011-10;ES61;62049;RCH_M;-0.2;M;
2011-10;ES61;62050;RCH_M;0.8;M;
2011-10;ES61;62051;RCH_M;0.2;M;
2011-10;ES61;62052;RCH_M;0.0;M;
2011-10;ES61;62053;RCH_M;1.7;M;
2011-10;ES61;62054;RCH_M;-0.1;M;
2011-10;ES61;62055;RCH_M;1.5;M;
2011-10;ES61;62056;RCH_M;11.3;M;
2011-10;ES61;62057;RCH_M;12.2;M;
2011-10;ES61;62058;RCH_M;9.1;M;
2011-10;ES61;62059;RCH_M;9.3;M;
2011-10;ES61;62060;RCH_M;4.7;M;
2011-10;ES61;62061;RCH_M;5.2;M;
2011-10;ES61;62062;RCH_M;4.3;M;
2011-10;ES61;62063;RCH_M;-0.1;M;
2011-10;ES61;62064;RCH_M;0.0;M;
2011-10;ES61;62065;RCH_M;0.5;M;
2011-10;ES61;62066;RCH_M;0.1;M;
2011-10;ES61;62067;RCH_M;0.5;M;
2011-10;ES61;62068;RCH_M;3.0;M;
2011-10;ES61;62069;RCH_M;-0.1;M;
2011-10;ES61;62070;RCH_M;0.3;M;
2011-10;ES61;62071;RCH_M;0.3;M;
2011-10;ES61;62072;RCH_M;0.0;M;
2011-10;ES61;62073;RCH_M;0.1;M;
2011-10;ES61;62074;RCH_M;0.7;M;
2011-10;ES61;62075;RCH_M;-0.2;M;
2011-10;ES61;62076;RCH_M;0.2;M;
2011-10;ES61;62077;RCH_M;-0.4;M;
2011-10;ES61;62078;RCH_M;-0.6;M;
2011-10;ES61;62079;RCH_M;-0.4;M;
2011-10;ES61;62080;RCH_M;0.1;M;
2011-10;ES61;62081;RCH_M;0.8;M;
2011-10;ES61;62082;RCH_M;0.6;M;
2011-10;ES61;62083;RCH_M;0.6;M;
2011-10;ES61;62084;RCH_M;3.9;M;
2011-10;ES61;62085;RCH_M;0.5;M;
2011-10;ES61;62086;RCH_M;0.0;M;
2011-10;ES61;62087;RCH_M;-0.6;M;
2011-10;ES61;62088;RCH_M;0.5;M;
2011-11;ES;62032;RCH_M;0.3;M;
2011-11;ES;62033;RCH_M;0.1;M;
2011-11;ES;62034;RCH_M;0.7;M;
2011-11;ES;62035;RCH_M;2.4;M;
2011-11;ES;62036;RCH_M;-0.4;M;
2011-11;ES;62037;RCH_M;-1.3;M;
2011-11;ES;62038;RCH_M;0.1;M;
2011-11;ES;62039;RCH_M;0.4;M;
2011-11;ES;62040;RCH_M;0.1;M;
2011-11;ES;62041;RCH_M;-0.1;M;
2011-11;ES;62042;RCH_M;0.0;M;
2011-11;ES;62043;RCH_M;1.1;M;
2011-11;ES;62044;RCH_M;-0.6;M;
2011-11;ES;62045;RCH_M;0.1;M;
2011-11;ES;62046;RCH_M;0.9;M;
2011-11;ES;62047;RCH_M;-0.5;M;
2011-11;ES;62048;RCH_M;0.4;M;
2011-11;ES;62049;RCH_M;-1.0;M;
2011-11;ES;62050;RCH_M;0.4;M;
2011-11;ES;62051;RCH_M;0.1;M;
2011-11;ES;62052;RCH_M;0.2;M;
2011-11;ES;62053;RCH_M;1.1;M;
2011-11;ES;62054;RCH_M;0.4;M;
2011-11;ES;62055;RCH_M;0.1;M;
2011-11;ES;62056;RCH_M;4.6;M;
2011-11;ES;62057;RCH_M;6.7;M;
2011-11;ES;62058;RCH_M;3.4;M;
2011-11;ES;62059;RCH_M;1.9;M;
2011-11;ES;62060;RCH_M;2.4;M;
2011-11;ES;62061;RCH_M;6.2;M;
2011-11;ES;62062;RCH_M;2.0;M;
2011-11;ES;62063;RCH_M;0.2;M;
2011-11;ES;62064;RCH_M;0.1;M;
2011-11;ES;62065;RCH_M;0.2;M;
2011-11;ES;62066;RCH_M;0.1;M;
2011-11;ES;62067;RCH_M;0.6;M;
2011-11;ES;62068;RCH_M;1.4;M;
2011-11;ES;62069;RCH_M;0.0;M;
2011-11;ES;62070;RCH_M;0.0;M;
2011-11;ES;62071;RCH_M;0.3;M;
2011-11;ES;62072;RCH_M;0.0;M;
2011-11;ES;62073;RCH_M;0.0;M;
2011-11;ES;62074;RCH_M;-5.3;M;
2011-11;ES;62075;RCH_M;0.4;M;
